Award Date,Quarter and Fiscal Year,Commodity Category,Contract Description,WBG Organization,Selection Number,Supplier,Supplier Country,Supplier Country Code,Contract Award Amount,Fund Source,VPU description
12/04/2014 12:00:00 AM,Q2 - FY15,CONSULTING,PEFA for 4 Africa Local Govts.,IBRD,1139835,ACE International Consultants S.L.,Spain,ES,350850.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
12/03/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Implementation of City Planning Labs,IBRD,1155166,Asian Institute of Technology,Thailand,TH,311119.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
12/01/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Central America Clean Cooking Initiative,IBRD,1155261,"Dalberg Consulting-U.S., LLC",USA,US,350000.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
12/01/2014 12:00:00 AM,Q2 - FY15,SOFTWARE,MCAFEE TOPS END FY15,IBRD,13-0538,"CDW Direct, LLC",USA,US,,WBG,Information and Technology Solutions
11/30/2014 12:00:00 AM,Q2 - FY15,SOFTWARE,MuleESB Enterprise Licens,IBRD,15-0216,Govplace,USA,US,,WBG,Information and Technology Solutions
11/28/2014 12:00:00 AM,Q2 - FY15,SOFTWARE,ePace System Software and assoc.,IBRD,15-0149,EFI Inc,USA,US,,,Information and Technology Solutions
11/25/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Employee Engagement Survey,IBRD,14-0527,ORC International Inc,USA,US,,,WBG HR Vice President
11/24/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Framework Agreements for Data Pr,IFC,1128393,"RMSI Private Limited, Noida, India",USA,US,,,"GP- CCSA, Vice Presidency-IBRD"
11/21/2014 12:00:00 AM,Q2 - FY15,CONSULTING,PPP Transac Advisory Berbera,IBRD,1151911,Mtbs BV,Netherlands,NL,552500.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/21/2014 12:00:00 AM,Q2 - FY15,CONSULTING,"Lesotho Maternal, Implementation of a Ba",IBRD,1161091,Leads Services (Pty) Ltd,Lesotho,LS,530868.36,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/20/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Trade and Supply Chain Platorm,IFC,14-0237,Newgen Software Inc,USA,US,1252139.00,,"Office of the EVP and CEO, IFC"
11/20/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Development and Implementation of Software update,IBRD,15-0279,Compatible Technologies LLC,USA,US,,,Treasury
11/20/2014 12:00:00 AM,Q2 - FY15,TELECOMMUNICATIONS,Fiber Connections,IBRD,15-0074,Lightower Fiber Networks,USA,US,,,Information and Technology Solutions
11/20/2014 12:00:00 AM,Q2 - FY15,SOFTWARE,Pega Licenses,IBRD,14-0646,Pegasystems Inc,USA,US,,,Information and Technology Solutions
11/20/2014 12:00:00 AM,Q2 - FY15,SOFTWARE,Oracle Exadata SW and Applicance,IBRD,15-0278,Mythics Inc.,USA,US,,,Information and Technology Solutions
11/20/2014 12:00:00 AM,Q2 - FY15,SOFTWARE,C-Cure Software Upgrade,IBRD,15-0032,"Genesis Security Systems, LLC",USA,US,468268.00,,General Services
11/20/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Technical Assistance in Supporti,IBRD,1099991,COWI AS,USA,US,1058588.57,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/19/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Assessment of the Nat. Health Insurance,IBRD,1141625,Associates for International Development,Belize,BB,255367.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/18/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Water Supply & Waste Water Utilities,IBRD,1115458,Ernst Basler + Partner Ltd,Switzerland,CH,325400.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/18/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Vietnam: Catastrophe Risk Assessment and,IBRD,1165136,Aon Benfield Asia Pte Ltd,Singapore,SG,634850.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/13/2014 12:00:00 AM,Q2 - FY15,CONSULTING,RESEARCH PARTNER FOR THE ENDLINE SURVEY,IBRD,1154508,IFORD,Cameroon,CM,472954.56,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/13/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Manila Pampanga Basin Flood Management,IBRD,1163849,Deltares,Netherlands,NL,312364.21,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/10/2014 12:00:00 AM,Q2 - FY15,CONSULTING,SEMCAR REGIONAL ICT STRATEGY,IBRD,1135309,PricewaterhouseCoopers Tax and Advisory Services Ltd,Jamaica,JM,824465.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/07/2014 12:00:00 AM,Q2 - FY15,CONSULTING,PK: Renewable Energy Resource Mapping,IBRD,1155114,"Full Advantage Co., Ltd.",Thailand,TH,597141.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/06/2014 12:00:00 AM,Q2 - FY15,CONSULTING,PH-National Open-Source Road Safety Plat,IBRD,1157287,Azavea Inc,USA,US,289566.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
11/03/2014 12:00:00 AM,Q2 - FY15,CONSULTING,SURE-P MCH-Baseline Data Collection IE,IBRD,1142945,Hanovia Medical Ltd,Nigeria,NG,861199.68,Trust Fund,Development Economics and Chief Economist
11/03/2014 12:00:00 AM,Q2 - FY15,CONSULTING,FRAMEWORK AGREEMENT FOR DATA PRO,IFC,1128393,EARS Earth Environment Monitor,USA,US,,,"GP- CCSA, Vice Presidency-IBRD"
11/03/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Rehabilitation of CAP Haitian Port PPP,IFC,1153951,AECOM Technical Services Inc,USA,US,703856.00,WBG,"Office of the EVP and CEO, IFC"
11/03/2014 12:00:00 AM,Q2 - FY15,CONSULTING,EQSDS in Primary School,IBRD,1156591,"Institute of Social Policy, Islamabad",Pakistan,PK,334063.15,WBG,"GP- CCSA, Vice Presidency-IBRD"
11/03/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Framework Agreements for Data Pr,IFC,1128393,Ambiental Technical Solutions,USA,US,,,"GP- CCSA, Vice Presidency-IBRD"
11/01/2014 12:00:00 AM,Q2 - FY15,CONSULTING,FrameWork Agreement IADVP FY15-F,IBRD,14-0550,Deloitte and Touche LLP,USA,US,,WBG,Internal Audit Vice Presidency
10/31/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Bangladesh Health Sector Development Pro,IBRD,1150043,Health Research for Action (HERA),Belgium,BE,261846.23,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/30/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Framework Agreements for Data Pr,IFC,1128393,Michigan Technological University,USA,US,,,"GP- CCSA, Vice Presidency-IBRD"
10/28/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Ukraine Energy Efficiency Transformation,IBRD,1153993,Kommunalkredit Public Consulting GmbH,Austria,AT,316525.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/27/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Strategic Impact Evaluation,IBRD,1162075,Center for Economic Research in Pakistan (CERP),Pakistan,PK,598280.00,Trust Fund,Development Economics and Chief Economist
10/27/2014 12:00:00 AM,Q2 - FY15,CONSULTING,WBG Treasury Support & Control,IBRD,15-0179,Ernst & Young LLP,USA,US,490608.00,,"Budget, Performance Review and Strategic Planning"
10/24/2014 12:00:00 AM,Q2 - FY15,CONSULTING,"Developing Gas Master Plan,North&So.Peru",IBRD,1155958,Energy Consulting Services S.A.,Argentina,AR,420000.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/24/2014 12:00:00 AM,Q2 - FY15,CONSULTING,"IWRM Planning Tools, Guidance & Cap Bldg",IBRD,1142826,Deltares,Netherlands,NL,250000.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/24/2014 12:00:00 AM,Q2 - FY15,CONSULTING,TN - Public Credit Registry Ext. Mic Fin,IBRD,1162131,Arab Soft,Tunisia,TN,256000.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/22/2014 12:00:00 AM,Q2 - FY15,CONSULTING,FrameWork Agreement IADVP FY15-F,IBRD,14-0550,Ernst & Young LLP,USA,US,,WBG,Internal Audit Vice Presidency
10/22/2014 12:00:00 AM,Q2 - FY15,CONSULTING,FrameWork Agreement IADVP FY15-F,IBRD,14-0550,PricewaterhouseCoopers LLP,USA,US,,WBG,Internal Audit Vice Presidency
10/22/2014 12:00:00 AM,Q2 - FY15,AUDIO VISUAL,TDLC,IBRD,14-0575,NHK Integrated Technology Inc,Japan,JPN,1500000.00,Trust Fund,Information and Technology Solutions
10/21/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Legal Services for PPP Project,IFC,1155132,Dentons US LLP,USA,US,454450.00,WBG,"Office of the EVP and CEO, IFC"
10/16/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Diagnostic and Analysis of ECOWAS,IBRD,1139729,ECORYS Nederland BV,Netherlands,NL,275399.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/13/2014 12:00:00 AM,Q2 - FY15,CONSULTING,TA to National Housing Authority,IBRD,1143361,Environs Systems Group Inc,Philippines,PH,350860.59,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/10/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Air-Conditioning Sector Demo Prj.,IBRD,1160085,CAW Enterprises1 Inc,USA,US,258710.92,WBG,WBG Climate Change VP - IBRD
10/10/2014 12:00:00 AM,Q2 - FY15,CONSULTING,CGAP National Surveys of Smallho,IBRD,1159226,InterMedia Survey Institute,USA,US,1071726.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/07/2014 12:00:00 AM,Q2 - FY15,CONSULTING,HT: TRADE & TRANSPORT FACILITATION,IBRD,1152773,Nathan Associates Inc.,USA,US,399717.00,WBG,"GP- CCSA, Vice Presidency-IBRD"
10/07/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Framework Agreements for Data Pr,IFC,1128393,National Collateral Management Services Ltd,USA,US,,,"GP- CCSA, Vice Presidency-IBRD"
10/06/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Low-Income CustomerService ImprovmenPlan,IBRD,1150041,Castalia Ltd,New Zealand,NZ,520000.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/06/2014 12:00:00 AM,Q2 - FY15,CONSULTING,High Frequency South Sudan Survey,IBRD,1158960,"Southern Sudan Centre For Census,Statistics and Evaluation",Sudan,SD,414133.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/06/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Development of Investment Prosectus,IBRD,1133623,Castalia Ltd,New Zealand,NZ,649977.50,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/06/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Impact evaluation (data collection),IBRD,1159362,Synovate Tanzania,Tanzania,TZ,404394.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/06/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Economic Valuation of Change,IBRD,1159912,Fundacao de Desenvolvimento da Pesquisa - Fundep,Brazil,BR,530000.00,Trust Fund,Development Economics and Chief Economist
10/03/2014 12:00:00 AM,Q2 - FY15,CONSULTING,FRAMEWORK AGREEMENTS FOR DATA PR,IFC,1128393,GeoSY Ltd,USA,US,,,"GP- CCSA, Vice Presidency-IBRD"
10/01/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Niger Safety Nets Impact Evaln.Follow-up,IBRD,1156632,Swiss Tropical and Public Health Institute,Switzerland,CH,339348.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/01/2014 12:00:00 AM,Q2 - FY15,CONSULTING,Capacity Development Bridging Ga,IBRD,1141022,Agriteam Canada Consulting Ltd,USA,US,1044951.00,Trust Fund,"GP- CCSA, Vice Presidency-IBRD"
10/01/2014 12:00:00 AM,Q2 - FY15,CONSULTING,FRAMEWORK AGREEMENTS FOR DTA PRO,IFC,1128393,Skymet Weather Services Pvt Lt,USA,US,,,"GP- CCSA, Vice Presidency-IBRD"
10/28/2015 12:00:00 AM,Q2 - FY16,CONSULTING,EXECUTIVE SEARCH,IBRD,16-0002,Korn/Ferry International,USA,US,,WBG,Human Resources
10/06/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Albania  Water Supply and Sanitation Sector Financing Strategy,IBRD,1188265,COWI Consulting Engineers and Plann,Denmark,DK,263827.00,Trust Fund,"GP- CCSA, Vice Presidency"
12/16/2015 12:00:00 AM,Q2 - FY16,TELECOMMUNICATIONS,UCC Enterprise License,IBRD,,Presidio Networked Solutions Inc,USA,US,6577150.00,WBG,Information and Technology Solutions
12/21/2015 12:00:00 AM,Q2 - FY16,SOFTWARE,SOFTWARE LICENSE OPTIMIZATION TOOL,IBRD,15-0310,Snow Software Inc,USA,US,273664.90,WBG,Information and Technology Solutions
12/21/2015 12:00:00 AM,Q2 - FY16,TELECOMMUNICATIONS,Equipment,IBRD,,Optiv Security Inc,USA,US,1539938.31,WBG,Information and Technology Solutions
12/24/2015 12:00:00 AM,Q2 - FY16,SOFTWARE,Anypoint Platform - On-Prem Integration,IBRD,,Mountain State Software Solutions,USA,US,378981.62,WBG,Information and Technology Solutions
10/01/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Iraq Case Management Information System Development,IBRD,1187996,National Computer Company,Jordan,JO,412329.00,WBG,"GP- CCSA, Vice Presidency"
10/02/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Tanzania Smart Prepaid Water Meters,IBRD,1175899,Water Missions Intl Tanzania,Tanzania,TZ,550000.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/06/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Kuwait Creative Industries Program for Media and Design Services,IBRD,1178527,LATTANZIO ADVISORY,Italy,IT,848700.00,WBG,"GP- CCSA, Vice Presidency"
10/08/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Peru PPP Policies supporting Capital Markets Financing Solutions,IBRD,1187803,Arup Latin America S.A.,Spain,ES,359414.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/08/2015 12:00:00 AM,Q2 - FY16,CONSULTING,"Mali Impact of an Integrated Parenting, Nutrition and Malaria Prevention Package",IBRD,1197716,Save The Children UK,United Kingdom,GB,599616.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/08/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Nicaragua Methodological Survey Experiments ,IBRD,1193079,Paris School of Economics,France,FR,526930.30,Trust Fund,"GP- CCSA, Vice Presidency"
10/08/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Pakistan Jamshoro Power Privatization Consultant,IFC1,1178517,K&M Advisors,USA,US,499265.00,Trust Fund,Global Client Services
10/09/2015 12:00:00 AM,Q2 - FY16,CONSULTING,MYANMAR HOUSEHOLD AND SCHOOL SURVEYS ,IBRD,1169501,Myanmar Survey Research Co Ltd,Myanmar,BU,801633.00,Trust Fund,East Asia and Pacific
10/13/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Gabon Sustainable Delivery Model for Basic Services in Rural Areas ,IBRD,1167141,Innovation Energy Development,France,FR,345291.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/14/2015 12:00:00 AM,Q2 - FY16,CONSULTING,African Volta Basin Authority Assessment,IBRD,1187130,BRL ingenierie,France,FR,449971.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/15/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Botswana Renewable Energy Strategy ,IBRD,1171972,ECONOMIC CONSULTING ASSOCIATES LTD.,United Kingdom,GB,490499.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/15/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Mozambique Integrated Growth Poles Project Impact Evaluation,IBRD,1178551,"COWI Mozambique, Lda.",Mozambique,MZ,278339.00,Trust Fund,AFRICA
10/15/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Sub Saharan Africa Sustainable Rangeland Management Practices,IBRD,1198546,Center for Development and Environm,Switzerland,CH,284743.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/16/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Gabon Sustainable Delivery Model for Basic Services in Rural Areas  ,IBRD,1167136,NODALIS CONSEIL,France,FR,437660.52,Trust Fund,"GP- CCSA, Vice Presidency"
10/21/2015 12:00:00 AM,Q2 - FY16,CONSULTING,IFC Technology Accelerator Program,IFC1,1175504,Health 2.0 LLC,USA,US,750375.00,Trust Fund,Global Client Services
10/27/2015 12:00:00 AM,Q2 - FY16,CONSULTING,India Social Accountability in Uttar Pradesh,IBRD,1198727,Duke University,USA,US,356374.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/27/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Lebanon Urban Resilience Masterplan for the City of Beirut,IBRD,1186433,Buro Happold Ltd,United Kingdom,GB,501877.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/30/2015 12:00:00 AM,Q2 - FY16,CONSULTING,KENYA OPTIONS FOR THE PORT  CITY INTERFACE IN MOMBASA,IBRD,1195179,COWI Consulting Engineers and Plann,Denmark,DK,274900.00,Trust Fund,"GP- CCSA, Vice Presidency"
10/30/2015 12:00:00 AM,Q2 - FY16,CONSULTING,BOTSWANA ENERGY EFFICIENCY STRATEGY ,IBRD,1176437,Danish Management A/S,Denmark,DK,399350.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/02/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Peru Public Private Partnership Institutional Capacity,IBRD,1194795,Deloitte Advisory S.L.,Spain,ES,270000.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/02/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Zambia Scaling Solar Installations Consultant,IFC1,1193117,Parsons Brinckerhoff Limited,United Kingdom,GB,273693.59,Trust Fund,Global Client Services
11/02/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Geothermal licensing in Ethiopia,IFC1,1180136,Law Office of Kathleen Callison,USA,US,288054.00,Trust Fund,Global Client Services
11/04/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Ghana Improvement of  Kindergarten Education Quality TE,IBRD,1203583,Innovations for Poverty Action,USA,US,580561.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/05/2015 12:00:00 AM,Q2 - FY16,CONSULTING,SENEGAL RURAL ELECTRIFCATION INVESTMENT PROGRAM ,IBRD,1156258,"Gesto Energy, S.A.",Portugal,PT,298880.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/05/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Philippines Revisions to the National Building Code and Disaster Risk Reduction,IBRD,1193293,University of the Philippines,Philippines,PH,400014.64,Trust Fund,"GP- CCSA, Vice Presidency"
11/06/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Sudan Statistics Evidence Based Program,IBRD,1181065,Oxford Policy Management Ltd.,United Kingdom,GB,431998.00,WBG,"GP- CCSA, Vice Presidency"
11/10/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Bangladesh Performance Management System Reform,IBRD,1188762,Deloitte Consulting LLP,USA,US,331920.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/11/2015 12:00:00 AM,Q2 - FY16,CONSULTING,West Bank Advisor for Bus Leasing Public Private Partnership,IFC1,1195285,Clifford Chance Europe LLP,France,FR,495000.00,Trust Fund,Global Client Services
11/12/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Africa Hydrological Service Improvements,IBRD,1196083,Water for Life Solutions LLC,USA,US,321936.26,Trust Fund,WBG Climate Change VP
11/13/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Lebanon Early Stage Innovation Financing of MSMEs,IBRD,1202645,Kafalat SAL,Lebanon,LB,325000.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/16/2015 12:00:00 AM,Q2 - FY16,CONSULTING,India Options Study for Railways ,IBRD,1194261,CRISIL Risk and Infrastructure,India,IN,355125.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/17/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Colombia Natural Capital Accounting from Colombia Natural Capital Assets,IFC1,1199367,Institute of Chartered Accountants,United Kingdom,GB,380400.00,Trust Fund,IFC VP Corporate Risk & Sustainability
10/05/2015 12:00:00 AM,Q2 - FY16,CONSULTING,INFORMATION TECHNOLOGY TEMPORARY STAFF FOR HEADQUARTERS,IBRD,15-0375,"NTT Data, Inc",USA,US,,WBG,Information and Technology Solutions
11/20/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Lessons from Linking SMEs to Lead Firms in Agribusiness,IBRD,1191516,Agland Investment Services Inc,USA,US,379600.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/20/2015 12:00:00 AM,Q2 - FY16,CONSULTING,South Africa eThekwini Development Strategy and Support for Cornubia ,IBRD,1199069,"HR&A Advisors, Inc",USA,US,299720.00,WBG,"GP- CCSA, Vice Presidency"
11/23/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Saudi Arabia SME Banking Credit & Product Development Specialist,IFC1,1183410,Israa Capital Management Consultant,United Arab Emirates,AE,339000.00,Trust Fund,Global Client Services
11/24/2015 12:00:00 AM,Q2 - FY16,CONSULTING,SOUTH AFRICA PROGRAM ENGAGING GREEN VENTURES,IBRD,1195013,The GreenCape Sector Development,South Africa,ZA,400000.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/25/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Somalia Petroleum Inclusive Development Mediation Expertise,IBRD,1195013,Conflict Dynamics Intl,USA,US,337950.00,Trust Fund,"GP- CCSA, Vice Presidency"
11/30/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Economic Cost of Antimicrobial Resistance ,IBRD,1199384,World Organization for Animal,France,FR,320945.43,WBG,"GP- CCSA, Vice Presidency"
12/07/2015 12:00:00 AM,Q2 - FY16,CONSULTING,Morocco Housing Sector Subsidy Evaluation,IBRD,1169566,Maxwell Stamp PLC,United Kingdom,GB,418108.00,Trust Fund,"GP- CCSA, Vice Presidency"
12/07/2015 12:00:00 AM,Q2 - FY16,CONSULTING, Zambia Solar International Legal Consultant ,IFC1,1204165,Linklaters LLP,France,FR,625000.00,Trust Fund,Global Client Services
12/07/2015 12:00:00 AM,Q2 - FY16,CONSULTING,PILOT AUCTION FACILITY FOR METHANE AND CLIMATE CHANGE MITIGATION,IBRD,1197778,Climate Focus B.V.,Netherlands,NL,399927.00,Trust Fund,"GP- CCSA, Vice Presidency"
12/09/2015 12:00:00 AM,Q2 - FY16,CONSULTING,External Evaluation of the Water and Sanitation Program 2011-2015,IBRD,1200828,"ICF Incorporated, LLC",USA,US,499733.42,Trust Fund,"GP- CCSA, Vice Presidency"
12/11/2015 12:00:00 AM,Q2 - FY16,CONSULTING,"Djibouti Public Private Partnership Strategy, Framework, and Pipeline Identification",IFC1,1196467,NODALIS CONSEIL,France,FR,343777.07,WBG,Global Client Services
12/11/2015 12:00:00 AM,Q2 - FY16,CONSULTING,"Honduras and Nicaragua Meteorological, Hydrological Services and Early Warning Systems ",IBRD,1194611,University Corp,USA,US,411380.00,Trust Fund,"GP- CCSA, Vice Presidency"
